10,1.1752,3.1315,9.6331,9.4007,4.025,-5.3028,2.5239,0.33226,-1.3292,-2.7069,-1.1422,-2.1215,0.18251,3.0757,2.4577,-0.55285,-0.066504,8.0491,-2.1543,-0.55159,6.2393,-0.883,-2.0234,-1.057,0.77697,1.4599,1.1143,-0.11443,0.20364,-1.233,1.0175,-0.22822,0.99221,-1.1721,-0.78639,-0.071388,-1.6891,-0.50591,-1.0196,-1.368,0.11894,0.60057,1.0535,-1.1673,0.0022397,-0.074409,-0.42842,1.2752,-0.17863,0.53285,-0.040246,0.16281,0.57323,-0.55073,-0.10638
10,1.1024,2.8749,9.601,8.6656,4.4982,-5.2591,2.2819,0.66772,-1.4667,-2.698,-1.1462,-2.0762,-0.46381,3.1968,3.2644,-0.60987,0.92145,7.1555,-1.8128,-0.45309,5.2354,-1.4166,-2.1489,-0.42079,1.7322,1.2993,0.99398,0.091345,0.69546,-1.1624,0.3147,-1.0382,1.3695,-1.0999,-1.2216,0.26168,-1.3772,-0.033466,-0.67924,-1.8187,-0.3839,0.30673,0.91521,-0.45479,0.17059,-0.17401,0.040636,1.1644,0.025924,0.5071,0.27861,-0.033635,0.70129,-0.62361,0.2098
10,-0.87475,-4.3215,3.5878,2.706,3.4672,-4.0319,0.62699,1.8332,-2.3865,-2.5036,-0.26712,-1.6896,-1.4513,1.5712,2.0582,-4.6919,1.4398,0.46391,-0.29507,-0.39435,-0.76698,-1.8669,0.37983,0.58061,0.071778,-1.0573,-0.4772,-0.86001,1.196,-0.50523,0.48468,0.30663,-1.2873,0.11509,0.12435,1.2803,-0.48406,1.314,-0.24261,0.034251,-0.48141,-0.349,0.023112,0.38669,-0.38931,-1.5928,1.0059,-0.16177,1.0552,-0.91885,0.13359,-0.57292,-0.42162,-0.56037,-0.40131
10,-0.88785,-5.2167,2.7917,2.0393,2.8887,-3.8055,0.53952,1.9302,-2.4085,-2.3186,-0.19875,-1.7883,-1.4276,1.5754,1.6057,-4.6612,1.2893,-0.078443,-0.080414,-0.48851,-1.4166,-1.7768,0.4824,0.37322,-0.45444,-0.91111,-0.18667,-1.1371,1.1741,-0.26424,0.64002,0.27778,-1.4521,0.68152,0.42973,1.0451,-1.0443,1.5689,-0.35828,-0.35751,-0.49383,0.038839,-0.3642,0.48008,-0.51482,-1.482,0.81348,-0.32231,0.73805,-0.8583,0.075577,-0.37073,-0.46729,-0.17439,-0.58895
10,-0.71998,-5.9351,2.3214,1.7607,2.532,-3.5346,0.45124,1.9216,-2.3216,-2.0013,-0.18811,-1.8995,-1.2863,1.7318,1.3766,-4.4452,1.3407,-0.42538,-0.11185,-0.4812,-1.7047,-1.7868,0.32887,0.20778,-0.52621,-0.67632,-0.02959,-1.3779,1.0551,-0.19755,0.70468,0.30119,-1.2778,1.0879,0.79559,0.54069,-1.5587,1.6575,-0.22978,-0.62394,-0.71363,0.10351,-0.66746,0.81149,-0.53895,-1.0905,0.70731,-0.40814,0.4272,-0.83897,0.10576,-0.19745,-0.46363,0.21657,-0.42941
10,-0.768,-6.6731,1.8772,1.5605,1.9505,-3.0958,0.31087,1.9791,-2.495,-1.5695,-0.055363,-2.0639,-1.1373,1.7693,1.0124,-4.2815,1.33,-0.68591,-0.22478,-0.53736,-1.8505,-1.7053,0.17935,0.15129,-0.64116,-0.52697,-0.040617,-1.3788,0.77445,-0.055499,0.82734,0.34565,-0.92564,1.302,1.1112,-0.097319,-1.8282,1.5096,0.029568,-0.68531,-0.91835,-0.064958,-0.92841,1.0636,-0.56762,-0.66684,0.54382,-0.62473,0.0042426,-0.63084,0.20778,-0.27226,-0.5896,0.54798,-0.18108
10,-0.8195,-7.4048,1.4599,1.3896,1.3577,-2.6877,0.12214,1.8193,-2.6422,-1.1394,0.042539,-2.0984,-0.87645,1.9304,0.50906,-4.0133,1.3353,-0.94592,-0.32798,-0.56891,-1.8269,-1.6017,0.089776,0.29587,-0.7624,-0.36493,-0.15054,-1.3811,0.52523,0.19288,0.96632,0.52475,-0.5358,1.3628,1.2208,-0.75171,-1.8697,1.1506,0.2521,-0.54678,-1.0803,-0.41119,-1.025,1.1584,-0.63751,-0.30797,0.3805,-0.80224,-0.26713,-0.39262,0.26475,-0.43851,-0.70172,0.72622,0.082454
10,-0.91509,-7.9724,1.2538,1.5903,0.99381,-2.4336,-0.14171,1.5644,-2.7243,-0.7591,0.13659,-1.9675,-0.53284,2.0826,0.17268,-3.6919,1.3924,-1.1373,-0.50025,-0.54604,-1.6157,-1.5226,0.09538,0.42551,-0.78119,-0.11378,-0.47952,-1.419,0.48742,0.4318,1.0368,0.79938,-0.26147,1.2184,1.1746,-1.123,-1.6619,0.82537,0.34471,-0.27154,-1.2308,-0.92008,-0.9801,1.2147,-0.71091,0.12552,0.29887,-0.95723,-0.31646,-0.17733,0.34391,-0.65333,-0.82477,0.72745,0.24209
10,-0.9982,-8.4724,0.97639,1.5575,0.62561,-2.1659,-0.38708,1.0033,-2.6577,-0.46744,0.10204,-1.7944,-0.13194,2.4491,-0.22171,-3.1868,1.3951,-1.321,-0.48303,-0.5321,-1.2888,-1.4147,0.17108,0.63538,-0.89722,0.12381,-0.7277,-1.5193,0.47627,0.79007,1.1988,1.1396,-0.15356,0.9806,0.81084,-1.4508,-1.2614,0.46701,0.36697,0.070234,-1.2849,-1.2281,-0.8233,1.0003,-0.86047,0.28416,0.11823,-0.98471,-0.31522,-0.035815,0.46783,-0.81878,-0.94861,0.56328,0.50481
10,-1.1461,-8.7734,0.68275,1.397,0.31083,-1.9675,-0.62859,0.05443,-2.3664,-0.28229,-0.17117,-1.5181,0.25829,2.9397,-0.64339,-2.4913,1.3043,-1.4927,-0.15856,-0.47414,-0.90379,-1.1912,0.38395,0.74817,-1.1643,0.21364,-0.76648,-1.6786,0.47853,1.1769,1.4326,1.4345,-0.15335,0.61395,0.17528,-1.5277,-0.74113,0.17068,0.24845,0.22997,-1.3082,-1.318,-0.54363,0.53444,-1.062,0.069311,-0.15866,-0.86855,-0.1962,0.044701,0.5114,-0.84134,-1.0436,0.4104,0.72047
