1	0.5078	0.9875	0.7200	0.9900
6	0.5078	0.9686	0.7200	0.9756
11	0.5078	0.9813	0.7200	0.9851
16	0.5078	0.9433	0.7200	0.9554
21	0.5078	0.9627	0.7200	0.9694
26	0.5078	0.9495	0.7200	0.9607
31	0.5078	0.9352	0.7200	0.9479
36	0.5026	0.8294	0.7142	0.8681
41	0.5061	0.8541	0.7181	0.8862
46	0.5078	0.8958	0.7200	0.9182
51	0.4955	0.8470	0.7065	0.8834
56	0.4882	0.8969	0.6987	0.9202
61	0.4972	0.8513	0.7084	0.8879
66	0.4918	0.8815	0.7026	0.9079
71	0.4972	0.8209	0.7084	0.8696
76	0.4882	0.7499	0.6987	0.8213
81	0.4955	0.8412	0.7065	0.8818
86	0.4752	0.8329	0.6850	0.8750
91	0.4789	0.7823	0.6889	0.8383
96	0.4733	0.7059	0.6831	0.7998
101	0.4827	0.7622	0.6929	0.8328
106	0.4937	0.7804	0.7045	0.8363
111	0.4636	0.7484	0.6733	0.8263
116	0.4827	0.8793	0.6929	0.9061
121	0.4596	0.7041	0.6693	0.7991
126	0.4789	0.6932	0.6889	0.7938
131	0.4752	0.7431	0.6850	0.8215
136	0.4713	0.7185	0.6811	0.8021
141	0.4864	0.7249	0.6968	0.8146
146	0.4845	0.6902	0.6948	0.7946
151	0.4412	0.7721	0.6515	0.8348
156	0.4262	0.7741	0.6376	0.8355
161	0.4516	0.6946	0.6614	0.7883
166	0.4694	0.7671	0.6792	0.8415
171	0.4454	0.6628	0.6555	0.7767
176	0.4305	0.6775	0.6416	0.7932
181	0.4827	0.7336	0.6929	0.8105
186	0.4827	0.7781	0.6929	0.8356
191	0.4305	0.6160	0.6416	0.7594
196	0.4536	0.6332	0.6634	0.7685
200	0.4675	0.6692	0.6772	0.7857
