100	1.3987	2.5859	0.2023	0.3892	0.4813	0.5815
100	1.8818	4.5076	0.1981	0.3639	0.4876	0.5720
100	2.5541	7.1820	0.2187	0.4598	0.4938	0.6388
100	3.4157	10.6093	0.2401	0.5239	0.5281	0.6972
100	4.4666	14.7894	0.2570	0.5614	0.5493	0.7335
100	5.7067	19.7223	0.2509	0.5547	0.5300	0.7179
100	7.1360	25.4080	0.3265	0.5758	0.6059	0.7221
100	8.7546	31.8465	0.3298	0.6731	0.6164	0.8022
100	10.5625	39.0378	0.3360	0.6948	0.6146	0.8152
100	12.5596	46.9819	0.3248	0.6534	0.5863	0.7920
100	14.7460	55.6789	0.3330	0.6896	0.6006	0.8149
100	17.1216	65.1286	0.4342	0.7702	0.6702	0.8585
100	19.6865	75.3312	0.4158	0.7612	0.6637	0.8570
100	22.4406	86.2866	0.4425	0.7441	0.6800	0.8515
100	25.3840	97.9948	0.4526	0.7816	0.7039	0.8700
100	28.5166	110.4558	0.4658	0.7919	0.6912	0.8654
100	31.8385	123.6696	0.4623	0.7911	0.6944	0.8780
100	35.3496	137.6362	0.4680	0.8052	0.7024	0.8719
100	39.0500	152.3556	0.4691	0.8217	0.7039	0.8897
100	42.9397	167.8279	0.4985	0.7988	0.7227	0.8640
100	47.0186	184.0529	0.5029	0.8784	0.7227	0.9210
100	51.2867	201.0308	0.5221	0.8703	0.7396	0.9174
100	55.7441	218.7615	0.5448	0.9123	0.7532	0.9425
100	60.3908	237.2450	0.5309	0.9102	0.7517	0.9417
100	65.2267	256.4813	0.5661	0.8922	0.7741	0.9295
100	70.2518	276.4704	0.5518	0.9126	0.7578	0.9414
100	75.4662	297.2123	0.5289	0.8835	0.7427	0.9219
100	80.8699	318.7070	0.5345	0.8436	0.7457	0.8939
100	86.4628	340.9546	0.5665	0.9383	0.7741	0.9588
100	92.2450	363.9549	0.5495	0.8670	0.7637	0.9159
100	98.2164	387.7081	0.5607	0.8958	0.7682	0.9243
100	104.3771	412.2140	0.5839	0.8850	0.7859	0.9193
100	110.7270	437.4728	0.5694	0.9260	0.7697	0.9486
100	117.2662	463.4844	0.5897	0.9584	0.7903	0.9707
100	123.9946	490.2488	0.5784	0.9018	0.7830	0.9363
100	130.9123	517.7660	0.5716	0.9232	0.7800	0.9477
100	138.0193	546.0361	0.5703	0.8866	0.7727	0.9229
100	145.3155	575.0589	0.5750	0.8619	0.7800	0.9055
100	152.8009	604.8346	0.5778	0.8853	0.7830	0.9188
100	160.4756	635.3630	0.5759	0.8619	0.7786	0.9044
