50	1.3987	2.5859	0.2227	0.3466	0.5000	0.5429
50	1.8818	4.5076	0.2457	0.4416	0.5281	0.6217
50	2.5541	7.1820	0.2878	0.5508	0.5754	0.7081
50	3.4157	10.6093	0.2992	0.5060	0.5809	0.6673
50	4.4666	14.7894	0.2837	0.5611	0.5625	0.7173
50	5.7067	19.7223	0.3356	0.6698	0.6059	0.7936
50	7.1360	25.4080	0.3211	0.6275	0.5988	0.7632
50	8.7546	31.8465	0.3434	0.6750	0.6129	0.7989
50	10.5625	39.0378	0.3587	0.7126	0.6353	0.8212
50	12.5596	46.9819	0.3866	0.7588	0.6538	0.8491
50	14.7460	55.6789	0.4203	0.7957	0.6784	0.8762
50	17.1216	65.1286	0.4012	0.8001	0.6719	0.8782
50	19.6865	75.3312	0.4345	0.8130	0.6768	0.8848
50	22.4406	86.2866	0.3625	0.7584	0.6319	0.8566
50	25.3840	97.9948	0.4706	0.8520	0.7071	0.9100
50	28.5166	110.4558	0.4776	0.8470	0.6992	0.9110
50	31.8385	123.6696	0.5074	0.8648	0.7304	0.9177
50	35.3496	137.6362	0.4943	0.8510	0.7243	0.9100
50	39.0500	152.3556	0.5356	0.8693	0.7487	0.9153
50	42.9397	167.8279	0.5422	0.9276	0.7563	0.9534
50	47.0186	184.0529	0.5200	0.9039	0.7411	0.9389
50	51.2867	201.0308	0.5615	0.9416	0.7697	0.9628
50	55.7441	218.7615	0.5438	0.9235	0.7578	0.9529
50	60.3908	237.2450	0.5366	0.8910	0.7532	0.9298
50	65.2267	256.4813	0.5599	0.9349	0.7727	0.9596
50	70.2518	276.4704	0.5640	0.9374	0.7727	0.9590
50	75.4662	297.2123	0.5595	0.9180	0.7682	0.9433
50	80.8699	318.7070	0.5627	0.9524	0.7741	0.9701
50	86.4628	340.9546	0.5616	0.9436	0.7727	0.9632
50	92.2450	363.9549	0.5819	0.9516	0.7874	0.9670
50	98.2164	387.7081	0.5710	0.9470	0.7786	0.9652
50	104.3771	412.2140	0.5621	0.9420	0.7697	0.9632
50	110.7270	437.4728	0.5691	0.9294	0.7741	0.9526
50	117.2662	463.4844	0.5715	0.9472	0.7771	0.9634
50	123.9946	490.2488	0.5964	0.9861	0.7976	0.9904
50	130.9123	517.7660	0.5773	0.9642	0.7815	0.9743
50	138.0193	546.0361	0.5805	0.9808	0.7859	0.9889
50	145.3155	575.0589	0.5844	0.9578	0.7888	0.9690
50	152.8009	604.8346	0.5915	0.9945	0.7932	0.9959
50	160.4756	635.3630	0.5875	0.9586	0.7888	0.9691
