ClusterCentroids	10	1	1.50	1.87	0.2750	0.2997	0.5238	0.5338
ClusterCentroids	100	1	1.53	1.79	0.2652	0.3019	0.4993	0.5153
ClusterCentroids	200	1	1.50	2.46	0.2220	0.2728	0.4673	0.4901
ClusterCentroids	10	4	6.25	13.72	0.7484	0.7420	0.8511	0.8470
ClusterCentroids	100	4	9.72	17.42	0.6923	0.6884	0.8101	0.8067
ClusterCentroids	200	4	6.74	19.17	0.6878	0.6993	0.8071	0.8154
ClusterCentroids	10	8	28.98	61.35	0.9803	0.9642	0.9892	0.9803
ClusterCentroids	100	8	44.36	65.70	0.9630	0.9641	0.9778	0.9803
ClusterCentroids	200	8	41.78	75.42	0.9531	0.9605	0.9719	0.9764

CondensedNearestNeighbour	10	1	1.50	1.87	0.3289	0.3201	0.5629	0.5549
CondensedNearestNeighbour	100	1	1.53	1.79	0.2196	0.2443	0.4654	0.4767
CondensedNearestNeighbour	200	1	1.50	2.46	0.2293	0.2245	0.4707	0.4432
CondensedNearestNeighbour	10	4	6.25	13.72	0.7745	0.4920	0.8664	0.6467
CondensedNearestNeighbour	100	4	9.72	17.42	0.7231	0.5719	0.8324	0.7229
CondensedNearestNeighbour	200	4	6.74	19.17	0.6845	0.5388	0.8043	0.7007
CondensedNearestNeighbour	10	8	28.98	61.35	0.9782	0.6159	0.9876	0.7331
CondensedNearestNeighbour	100	8	44.36	65.70	0.9579	0.6861	0.9745	0.7769
CondensedNearestNeighbour	200	8	41.78	75.42	0.9540	0.6864	0.9708	0.7719

EditedNearestNeighbours	10	1	1.50	1.87	0.2745	0.2903	0.5181	0.5357
EditedNearestNeighbours	100	1	1.53	1.79	0.2116	0.2046	0.4606	0.4443
EditedNearestNeighbours	200	1	1.50	2.46	0.2468	0.1619	0.4780	0.4096
EditedNearestNeighbours	10	4	6.25	13.72	0.7694	0.7411	0.8647	0.8479
EditedNearestNeighbours	100	4	9.72	17.42	0.7116	0.6641	0.8231	0.7995
EditedNearestNeighbours	200	4	6.74	19.17	0.7003	0.6074	0.8159	0.7737
EditedNearestNeighbours	10	8	28.98	61.35	0.9786	0.9694	0.9875	0.9834
EditedNearestNeighbours	100	8	44.36	65.70	0.9649	0.9527	0.9793	0.9712
EditedNearestNeighbours	200	8	41.78	75.42	0.9422	0.8880	0.9624	0.9323

RepeatedEditedNearestNeighbours	10	1	1.50	1.87	0.3069	0.2798	0.5440	0.5225
RepeatedEditedNearestNeighbours	100	1	1.53	1.79	0.2231	0.1879	0.4630	0.4269
RepeatedEditedNearestNeighbours	200	1	1.50	2.46	0.1926	0.1666	0.4557	0.4175
RepeatedEditedNearestNeighbours	10	4	6.25	13.72	0.7400	0.7075	0.8461	0.8248
RepeatedEditedNearestNeighbours	100	4	9.72	17.42	0.6904	0.6287	0.8090	0.7784
RepeatedEditedNearestNeighbours	200	4	6.74	19.17	0.6939	0.5917	0.8107	0.7642
RepeatedEditedNearestNeighbours	10	8	28.98	61.35	0.9722	0.9720	0.9845	0.9845
RepeatedEditedNearestNeighbours	100	8	44.36	65.70	0.9658	0.9638	0.9791	0.9777
RepeatedEditedNearestNeighbours	200	8	41.78	75.42	0.9563	0.8841	0.9741	0.9290

AllKNN	10	1	1.50	1.87	0.2627	0.2983	0.5153	0.5149
AllKNN	100	1	1.53	1.79	0.2205	0.2380	0.4632	0.4804
AllKNN	200	1	1.50	2.46	0.1840	0.2731	0.4505	0.4987
AllKNN	10	4	6.25	13.72	0.7526	0.7531	0.8538	0.8518
AllKNN	100	4	9.72	17.42	0.7197	0.6907	0.8270	0.8090
AllKNN	200	4	6.74	19.17	0.6907	0.6280	0.8099	0.7726
AllKNN	10	8	28.98	61.35	0.9813	0.9733	0.9890	0.9847
AllKNN	100	8	44.36	65.70	0.9658	0.9529	0.9798	0.9715
AllKNN	200	8	41.78	75.42	0.9539	0.9375	0.9714	0.9605

InstanceHardnessThreshold	10	1	1.50	1.87	0.3045	nan	0.5456	nan
InstanceHardnessThreshold	100	1	1.53	1.79	0.1819	nan	0.4412	nan
InstanceHardnessThreshold	200	1	1.50	2.46	0.1807	nan	0.4405	nan
InstanceHardnessThreshold	10	4	6.25	13.72	0.7711	nan	0.8656	nan
