1	1.3987	2.5859	0.2862	0.4723	0.5662	0.6460
1	1.8818	4.5076	0.2743	0.4550	0.5531	0.6295
1	2.5541	7.1820	0.3038	0.5444	0.5863	0.7001
1	3.4157	10.6093	0.3295	0.6121	0.6041	0.7493
1	4.4666	14.7894	0.3239	0.6379	0.6006	0.7663
1	5.7067	19.7223	0.3398	0.7160	0.6199	0.8225
1	7.1360	25.4080	0.3775	0.7211	0.6504	0.8247
1	8.7546	31.8465	0.3758	0.7776	0.6554	0.8629
1	10.5625	39.0378	0.4045	0.7783	0.6702	0.8626
1	12.5596	46.9819	0.4346	0.8078	0.6944	0.8823
1	14.7460	55.6789	0.4508	0.8615	0.7102	0.9168
1	17.1216	65.1286	0.4624	0.8701	0.7134	0.9229
1	19.6865	75.3312	0.4824	0.8895	0.7320	0.9331
1	22.4406	86.2866	0.4860	0.9161	0.7442	0.9502
1	25.3840	97.9948	0.4773	0.8880	0.7320	0.9337
1	28.5166	110.4558	0.4769	0.9091	0.7381	0.9466
1	31.8385	123.6696	0.5052	0.9309	0.7487	0.9581
1	35.3496	137.6362	0.5378	0.9337	0.7637	0.9610
1	39.0500	152.3556	0.5434	0.9361	0.7637	0.9608
1	42.9397	167.8279	0.5153	0.9420	0.7652	0.9649
1	47.0186	184.0529	0.5586	0.9557	0.7727	0.9730
1	51.2867	201.0308	0.5562	0.9698	0.7727	0.9825
1	55.7441	218.7615	0.5632	0.9447	0.7741	0.9662
1	60.3908	237.2450	0.5836	0.9835	0.7888	0.9900
1	65.2267	256.4813	0.5752	0.9753	0.7800	0.9857
1	70.2518	276.4704	0.5846	0.9780	0.7874	0.9867
1	75.4662	297.2123	0.5748	0.9640	0.7830	0.9772
1	80.8699	318.7070	0.5858	0.9808	0.7903	0.9884
1	86.4628	340.9546	0.5797	0.9779	0.7859	0.9858
1	92.2450	363.9549	0.5879	0.9862	0.7918	0.9910
1	98.2164	387.7081	0.5907	0.9890	0.7932	0.9932
1	104.3771	412.2140	0.5932	0.9973	0.7947	0.9984
1	110.7270	437.4728	0.5898	0.9945	0.7932	0.9968
1	117.2662	463.4844	0.5863	0.9863	0.7903	0.9916
1	123.9946	490.2488	0.5854	0.9835	0.7903	0.9895
1	130.9123	517.7660	0.5887	0.9862	0.7903	0.9916
1	138.0193	546.0361	0.5964	0.9945	0.7976	0.9960
1	145.3155	575.0589	0.5898	0.9918	0.7932	0.9948
1	152.8009	604.8346	0.5942	0.9973	0.7961	0.9984
1	160.4756	635.3630	0.5810	0.9724	0.7874	0.9831
