BalancedRandomForestClassifier	10	1	1.50	1.87	0.2976	0.5391	0.2850	0.5174
BalancedRandomForestClassifier	100	1	1.53	1.79	0.2500	0.4857	0.2608	0.4813
BalancedRandomForestClassifier	200	1	1.50	2.46	0.1391	0.4238	0.0063	0.2335
BalancedRandomForestClassifier	10	4	6.25	13.72	0.7196	0.8296	0.5948	0.7500
BalancedRandomForestClassifier	100	4	9.72	17.42	0.4202	0.6720	0.0065	0.2354
BalancedRandomForestClassifier	200	4	6.74	19.17	0.3898	0.6596	0.2645	0.5661
BalancedRandomForestClassifier	10	8	28.98	61.35	0.9432	0.9683	0.8795	0.9284
BalancedRandomForestClassifier	100	8	44.36	65.70	0.9148	0.9515	0.8122	0.8869
BalancedRandomForestClassifier	200	8	41.78	75.42	0.5135	0.7637	0.4204	0.6871
EasyEnsembleClassifier	10	1	1.50	1.87	0.2578	0.5094	0.1925	0.4116
EasyEnsembleClassifier	100	1	1.53	1.79	0.2258	0.4691	0.0785	0.3015
EasyEnsembleClassifier	200	1	1.50	2.46	0.2186	0.4649	0.0383	0.3108
EasyEnsembleClassifier	10	4	6.25	13.72	0.6805	0.8074	0.4242	0.6504
EasyEnsembleClassifier	100	4	9.72	17.42	0.4593	0.6870	0.3110	0.5725
EasyEnsembleClassifier	200	4	6.74	19.17	0.6894	0.8057	0.4908	0.6718
EasyEnsembleClassifier	10	8	28.98	61.35	0.9641	0.9783	0.5932	0.7746
EasyEnsembleClassifier	100	8	44.36	65.70	0.9034	0.9456	0.2020	0.5345
EasyEnsembleClassifier	200	8	41.78	75.42	0.9296	0.9562	0.1680	0.5117
RUSBoostClassifier	10	1	1.50	1.87	0.1647	0.4563	0.0723	0.2957
RUSBoostClassifier	100	1	1.53	1.79	0.1611	0.4146	0.1542	0.3901
RUSBoostClassifier	200	1	1.50	2.46	0.1536	0.4354	0.0603	0.3083
RUSBoostClassifier	10	4	6.25	13.72	0.6275	0.7833	0.3083	0.5693
RUSBoostClassifier	100	4	9.72	17.42	0.4208	0.6699	0.1663	0.4452
RUSBoostClassifier	200	4	6.74	19.17	0.5024	0.6900	0.1203	0.3623
RUSBoostClassifier	10	8	28.98	61.35	0.9685	0.9826	0.1809	0.4584
RUSBoostClassifier	100	8	44.36	65.70	0.9578	0.9748	0.6433	0.7737
RUSBoostClassifier	200	8	41.78	75.42	0.9399	0.9645	0.4387	0.6276
BalancedBaggingClassifier	10	1	1.50	1.87	0.2584	0.5172	0.2905	0.5175
BalancedBaggingClassifier	100	1	1.53	1.79	0.2846	0.5107	0.2565	0.5058
BalancedBaggingClassifier	200	1	1.50	2.46	0.2579	0.4853	0.1958	0.4435
BalancedBaggingClassifier	10	4	6.25	13.72	0.6978	0.8210	0.6917	0.8160
BalancedBaggingClassifier	100	4	9.72	17.42	0.6248	0.7713	0.2989	0.6029
BalancedBaggingClassifier	200	4	6.74	19.17	0.6595	0.7886	0.4983	0.7155
BalancedBaggingClassifier	10	8	28.98	61.35	0.9662	0.9811	0.9459	0.9694
BalancedBaggingClassifier	100	8	44.36	65.70	0.9660	0.9801	0.8985	0.9406
BalancedBaggingClassifier	200	8	41.78	75.42	0.9545	0.9740	0.9120	0.9489
